Regret,NumWaitingJob,STime_A,STime_B,STime_A_VS_B,STime_A_VS_B_Diff,PTime_A,PTime_B,PTime_A_VS_B,PTime_A_VS_B_Diff,CompTime_A,CompTime_B,CompTime_A_VS_B,CompTime_A_VS_B_Diff,Start_A,Start_B,Start_A_VS_B,Start_A_VS_B_Diff,Tardy_A,Tardy_B,Tardy_A_VS_B,Tardy_A_VS_B_Diff
0,7,0,0,=,0,44,53,<,-9,44,53,<,-9,0,0,=,0,0,0,=,0
50,7,0,0,=,0,53,44,>,9,53,44,>,9,0,0,=,0,0,0,=,0
0,7,0,0,=,0,53,41,>,12,53,41,>,12,0,0,=,0,0,0,=,0
18,7,0,0,=,0,41,53,<,-12,41,53,<,-12,0,0,=,0,0,0,=,0
0,7,0,0,=,0,37,48,<,-11,37,48,<,-11,0,0,=,0,0,0,=,0
18,7,0,0,=,0,48,37,>,11,48,37,>,11,0,0,=,0,0,0,=,0
0,6,0,18,<,-18,38,41,<,-3,38,89,<,-51,0,30,<,-30,0,0,=,0
31,6,18,0,>,18,41,38,>,3,89,38,>,51,30,0,>,30,0,0,=,0
0,6,41,0,>,41,32,48,<,-16,103,48,>,55,30,0,>,30,0,0,=,0
48,6,0,41,<,-41,48,32,>,16,48,103,<,-55,0,30,<,-30,0,0,=,0
0,6,0,87,<,-87,56,55,>,1,56,172,<,-116,0,30,<,-30,0,16,<,-16
45,6,87,0,>,87,55,56,<,-1,172,56,>,116,30,0,>,30,16,0,>,16
0,6,48,0,>,48,53,44,>,9,131,44,>,87,30,0,>,30,0,0,=,0
9,6,0,48,<,-48,44,53,<,-9,44,131,<,-87,0,30,<,-30,0,0,=,0
0,6,0,86,<,-86,53,41,>,12,53,157,<,-104,0,30,<,-30,0,25,<,-25
58,6,86,0,>,86,41,53,<,-12,157,53,>,104,30,0,>,30,25,0,>,25
0,6,0,82,<,-82,37,48,<,-11,37,160,<,-123,0,30,<,-30,0,2,<,-2
25,6,82,0,>,82,48,37,>,11,160,37,>,123,30,0,>,30,2,0,>,2
0,5,41,65,<,-24,32,48,<,-16,103,151,<,-48,30,38,<,-8,0,0,=,0
114,5,65,41,>,24,48,32,>,16,151,103,>,48,38,30,>,8,0,0,=,0
0,5,43,87,<,-44,56,55,>,1,137,172,<,-35,38,30,>,8,0,16,<,-16
62,5,87,43,>,44,55,56,<,-1,172,137,>,35,30,38,<,-8,16,0,>,16
0,5,48,77,<,-29,53,44,>,9,131,159,<,-28,30,38,<,-8,0,0,=,0
12,5,77,48,>,29,44,53,<,-9,159,131,>,28,38,30,>,8,0,0,=,0
0,5,10,86,<,-76,53,41,>,12,101,157,<,-56,38,30,>,8,0,25,<,-25
117,5,86,10,>,76,41,53,<,-12,157,101,>,56,30,38,<,-8,25,0,>,25
0,5,78,82,<,-4,37,48,<,-11,153,160,<,-7,38,30,>,8,0,2,<,-2
39,5,82,78,>,4,48,37,>,11,160,153,>,7,30,38,<,-8,2,0,>,2
0,4,10,18,<,-8,53,41,>,12,101,162,<,-61,38,103,<,-65,0,30,<,-30
14,4,18,10,>,8,41,53,<,-12,162,101,>,61,103,38,>,65,30,0,>,30
0,4,56,43,>,13,55,56,<,-1,214,137,>,77,103,38,>,65,58,0,>,58
12,4,43,56,<,-13,56,55,>,1,137,214,<,-77,38,103,<,-65,0,58,<,-58
0,4,59,77,<,-18,53,44,>,9,215,159,>,56,103,38,>,65,50,0,>,50
45,4,77,59,>,18,44,53,<,-9,159,215,<,-56,38,103,<,-65,0,50,<,-50
0,4,19,78,<,-59,48,37,>,11,170,153,>,17,103,38,>,65,12,0,>,12
49,4,78,19,>,59,37,48,<,-11,153,170,<,-17,38,103,<,-65,0,12,<,-12
0,3,19,23,<,-4,48,37,>,11,170,161,>,9,103,101,>,2,12,3,>,9
2,3,23,19,>,4,37,48,<,-11,161,170,<,-9,101,103,<,-2,3,12,<,-9
0,3,56,88,<,-32,55,56,<,-1,214,245,<,-31,103,101,>,2,58,89,<,-31
85,3,88,56,>,32,56,55,>,1,245,214,>,31,101,103,<,-2,89,58,>,31
0,3,48,59,<,-11,44,53,<,-9,193,215,<,-22,101,103,<,-2,28,50,<,-22
6,3,59,48,>,11,53,44,>,9,215,193,>,22,103,101,>,2,50,28,>,22
0,2,48,86,<,-38,44,53,<,-9,193,309,<,-116,101,170,<,-69,28,144,<,-116
87,2,86,48,>,38,53,44,>,9,309,193,>,116,170,101,>,69,144,28,>,116
0,2,49,88,<,-39,55,56,<,-1,274,245,>,29,170,101,>,69,118,89,>,29
87,2,88,49,>,39,56,55,>,1,245,274,<,-29,101,170,<,-69,89,118,<,-29
0,1,49,60,<,-11,55,56,<,-1,274,309,<,-35,170,193,<,-23,118,153,<,-35
35,1,60,49,>,11,56,55,>,1,309,274,>,35,193,170,>,23,153,118,>,35
0,6,0,0,=,0,35,55,<,-20,35,55,<,-20,0,0,=,0,0,0,=,0
26,6,0,0,=,0,55,35,>,20,55,35,>,20,0,0,=,0,0,0,=,0
0,6,0,0,=,0,50,54,<,-4,50,54,<,-4,0,0,=,0,0,0,=,0
53,6,0,0,=,0,54,50,>,4,54,50,>,4,0,0,=,0,0,0,=,0
0,6,0,0,=,0,42,60,<,-18,42,60,<,-18,0,0,=,0,0,0,=,0
4,6,0,0,=,0,60,42,>,18,60,42,>,18,0,0,=,0,0,0,=,0
0,6,0,0,=,0,51,60,<,-9,51,60,<,-9,0,0,=,0,0,0,=,0
62,6,0,0,=,0,60,51,>,9,60,51,>,9,0,0,=,0,0,0,=,0
0,6,0,0,=,0,43,41,>,2,43,41,>,2,0,0,=,0,0,0,=,0
18,6,0,0,=,0,41,43,<,-2,41,43,<,-2,0,0,=,0,0,0,=,0
0,6,0,0,=,0,38,58,<,-20,38,58,<,-20,0,0,=,0,0,0,=,0
19,6,0,0,=,0,58,38,>,20,58,38,>,20,0,0,=,0,0,0,=,0
0,5,0,28,<,-28,38,58,<,-20,38,136,<,-98,0,50,<,-50,0,59,<,-59
56,5,28,0,>,28,58,38,>,20,136,38,>,98,50,0,>,50,59,0,>,59
0,5,0,40,<,-40,43,41,>,2,43,131,<,-88,0,50,<,-50,0,61,<,-61
26,5,40,0,>,40,41,43,<,-2,131,43,>,88,50,0,>,50,61,0,>,61
0,5,29,0,>,29,35,55,<,-20,114,55,>,59,50,0,>,50,10,0,>,10
76,5,0,29,<,-29,55,35,>,20,55,114,<,-59,0,50,<,-50,0,10,<,-10
0,5,71,0,>,71,51,60,<,-9,172,60,>,112,50,0,>,50,13,0,>,13
39,5,0,71,<,-71,60,51,>,9,60,172,<,-112,0,50,<,-50,0,13,<,-13
0,5,0,77,<,-77,42,60,<,-18,42,187,<,-145,0,50,<,-50,0,61,<,-61
61,5,77,0,>,77,60,42,>,18,187,42,>,145,50,0,>,50,61,0,>,61
0,4,29,22,>,7,35,55,<,-20,114,115,<,-1,50,38,>,12,10,11,<,-1
49,4,22,29,<,-7,55,35,>,20,115,114,>,1,38,50,<,-12,11,10,>,1
0,4,27,40,<,-13,43,41,>,2,108,131,<,-23,38,50,<,-12,38,61,<,-23
49,4,40,27,>,13,41,43,<,-2,131,108,>,23,50,38,>,12,61,38,>,23
0,4,53,77,<,-24,42,60,<,-18,133,187,<,-54,38,50,<,-12,7,61,<,-54
66,4,77,53,>,24,60,42,>,18,187,133,>,54,50,38,>,12,61,7,>,54
0,4,19,71,<,-52,60,51,>,9,117,172,<,-55,38,50,<,-12,0,13,<,-13
7,4,71,19,>,52,51,60,<,-9,172,117,>,55,50,38,>,12,13,0,>,13
0,3,27,60,<,-33,43,41,>,2,108,215,<,-107,38,114,<,-76,38,145,<,-107
84,3,60,27,>,33,41,43,<,-2,215,108,>,107,114,38,>,76,145,38,>,107
0,3,12,53,<,-41,60,42,>,18,186,133,>,53,114,38,>,76,60,7,>,53
30,3,53,12,>,41,42,60,<,-18,133,186,<,-53,38,114,<,-76,7,60,<,-53
0,3,22,19,>,3,51,60,<,-9,187,117,>,70,114,38,>,76,28,0,>,28
101,3,19,22,<,-3,60,51,>,9,117,187,<,-70,38,114,<,-76,0,28,<,-28
0,2,22,64,<,-42,51,60,<,-9,187,232,<,-45,114,108,>,6,28,73,<,-45
54,2,64,22,>,42,60,51,>,9,232,187,>,45,108,114,<,-6,73,28,>,45
0,2,27,12,>,15,42,60,<,-18,177,186,<,-9,108,114,<,-6,51,60,<,-9
54,2,12,27,<,-15,60,42,>,18,186,177,>,9,114,108,>,6,60,51,>,9
0,1,27,65,<,-38,42,60,<,-18,177,312,<,-135,108,187,<,-79,51,186,<,-135
135,1,65,27,>,38,60,42,>,18,312,177,>,135,187,108,>,79,186,51,>,135
