Regret,NumWaitingJob,STime_A_Avg,STime_B_Avg,STime_A_VS_B_Avg,STime_A_VS_B_Avg_Diff,STime_A_Min,STime_B_Min,STime_A_VS_B_Min,STime_A_VS_B_Min_Diff,STime_A_Max,STime_B_Max,STime_A_VS_B_Max,STime_A_VS_B_Max_Diff,PTime_A_Avg,PTime_B_Avg,PTime_A_VS_B_Avg,PTime_A_VS_B_Avg_Diff,PTime_A_Min,PTime_B_Min,PTime_A_VS_B_Min,PTime_A_VS_B_Min_Diff,PTime_A_Max,PTime_B_Max,PTime_A_VS_B_Max,PTime_A_VS_B_Max_Diff,Due_A,Due_B,Due_A_VS_B,Due_A_VS_B_Diff,MDD_A,MDD_B,MDD_A_VS_B,MDD_A_VS_B_Diff,RT_A,RT_B,RT_A_VS_B,RT_A_VS_B_Diff,ATC_A,ATC_B,ATC_A_VS_B,ATC_A_VS_B_Diff,SLK_A,SLK_B,SLK_A_VS_B,SLK_A_VS_B_Diff,CR_A,CR_B,CR_A_VS_B,CR_A_VS_B_Diff,COVERT_A,COVERT_B,COVERT_A_VS_B,COVERT_A_VS_B_Diff
0,10,0.0,0.0,=,0.0,0,0,=,0,0,0,=,0,46.5,41.5,>,5.0,39,41,<,-2,54,42,>,12,84,238,<,-154,84,238,<,-154,37.5,196.5,<,-159.0,1.922469915680589e-16,1.922469915680589e-16,=,0.0,37.5,196.5,<,-159.0,1.8064516129032258,5.734939759036145,<,-3.928488146132919,0.0,0.0,=,0.0
106,10,0.0,0.0,=,0.0,0,0,=,0,0,0,=,0,41.5,46.5,<,-5.0,41,39,>,2,42,54,<,-12,238,84,>,154,238,84,>,154,196.5,37.5,>,159.0,1.922469915680589e-16,1.922469915680589e-16,=,0.0,196.5,37.5,>,159.0,5.734939759036145,1.8064516129032258,>,3.928488146132919,0.0,0.0,=,0.0
0,10,0.0,0.0,=,0.0,0,0,=,0,0,0,=,0,46.5,42.0,>,4.5,39,36,>,3,54,48,>,6,84,224,<,-140,84,224,<,-140,37.5,182.0,<,-144.5,1.922469915680589e-16,1.922469915680589e-16,=,0.0,37.5,182.0,<,-144.5,1.8064516129032258,5.333333333333333,<,-3.526881720430107,0.0,0.0,=,0.0
56,10,0.0,0.0,=,0.0,0,0,=,0,0,0,=,0,42.0,46.5,<,-4.5,36,39,<,-3,48,54,<,-6,224,84,>,140,224,84,>,140,182.0,37.5,>,144.5,1.922469915680589e-16,1.922469915680589e-16,=,0.0,182.0,37.5,>,144.5,5.333333333333333,1.8064516129032258,>,3.526881720430107,0.0,0.0,=,0.0
0,10,0.0,0.0,=,0.0,0,0,=,0,0,0,=,0,46.5,50.5,<,-4.0,39,44,<,-5,54,57,<,-3,84,162,<,-78,84,162,<,-78,37.5,111.5,<,-74.0,1.922469915680589e-16,1.922469915680589e-16,=,0.0,37.5,111.5,<,-74.0,1.8064516129032258,3.207920792079208,<,-1.4014691791759823,0.0,0.0,=,0.0
101,10,0.0,0.0,=,0.0,0,0,=,0,0,0,=,0,50.5,46.5,>,4.0,44,39,>,5,57,54,>,3,162,84,>,78,162,84,>,78,111.5,37.5,>,74.0,1.922469915680589e-16,1.922469915680589e-16,=,0.0,111.5,37.5,>,74.0,3.207920792079208,1.8064516129032258,>,1.4014691791759823,0.0,0.0,=,0.0
0,10,0.0,0.0,=,0.0,0,0,=,0,0,0,=,0,46.5,46.5,=,0.0,39,35,>,4,54,58,<,-4,84,88,<,-4,84,88,<,-4,37.5,41.5,<,-4.0,1.922469915680589e-16,1.922469915680589e-16,=,0.0,37.5,41.5,<,-4.0,1.8064516129032258,1.89247311827957,<,-0.08602150537634423,0.0,0.0,=,0.0
35,10,0.0,0.0,=,0.0,0,0,=,0,0,0,=,0,46.5,46.5,=,0.0,35,39,<,-4,58,54,>,4,88,84,>,4,88,84,>,4,41.5,37.5,>,4.0,1.922469915680589e-16,1.922469915680589e-16,=,0.0,41.5,37.5,>,4.0,1.89247311827957,1.8064516129032258,>,0.08602150537634423,0.0,0.0,=,0.0
0,10,0.0,0.0,=,0.0,0,0,=,0,0,0,=,0,46.5,44.0,>,2.5,39,31,>,8,54,57,<,-3,84,218,<,-134,84,218,<,-134,37.5,174.0,<,-136.5,1.922469915680589e-16,1.922469915680589e-16,=,0.0,37.5,174.0,<,-136.5,1.8064516129032258,4.954545454545454,<,-3.148093841642228,0.0,0.0,=,0.0
133,10,0.0,0.0,=,0.0,0,0,=,0,0,0,=,0,44.0,46.5,<,-2.5,31,39,<,-8,57,54,>,3,218,84,>,134,218,84,>,134,174.0,37.5,>,136.5,1.922469915680589e-16,1.922469915680589e-16,=,0.0,174.0,37.5,>,136.5,4.954545454545454,1.8064516129032258,>,3.148093841642228,0.0,0.0,=,0.0
0,10,0.0,0.0,=,0.0,0,0,=,0,0,0,=,0,46.5,50.5,<,-4.0,39,43,<,-4,54,58,<,-4,84,131,<,-47,84,131,<,-47,37.5,80.5,<,-43.0,1.922469915680589e-16,1.922469915680589e-16,=,0.0,37.5,80.5,<,-43.0,1.8064516129032258,2.594059405940594,<,-0.7876077930373684,0.0,0.0,=,0.0
132,10,0.0,0.0,=,0.0,0,0,=,0,0,0,=,0,50.5,46.5,>,4.0,43,39,>,4,58,54,>,4,131,84,>,47,131,84,>,47,80.5,37.5,>,43.0,1.922469915680589e-16,1.922469915680589e-16,=,0.0,80.5,37.5,>,43.0,2.594059405940594,1.8064516129032258,>,0.7876077930373684,0.0,0.0,=,0.0
0,10,0.0,0.0,=,0.0,0,0,=,0,0,0,=,0,46.5,52.0,<,-5.5,39,51,<,-12,54,53,>,1,84,107,<,-23,84,107,<,-23,37.5,55.0,<,-17.5,1.922469915680589e-16,1.922469915680589e-16,=,0.0,37.5,55.0,<,-17.5,1.8064516129032258,2.0576923076923075,<,-0.25124069478908173,0.0,0.0,=,0.0
0,10,0.0,0.0,=,0.0,0,0,=,0,0,0,=,0,52.0,46.5,>,5.5,51,39,>,12,53,54,<,-1,107,84,>,23,107,84,>,23,55.0,37.5,>,17.5,1.922469915680589e-16,1.922469915680589e-16,=,0.0,55.0,37.5,>,17.5,2.0576923076923075,1.8064516129032258,>,0.25124069478908173,0.0,0.0,=,0.0
0,10,0.0,0.0,=,0.0,0,0,=,0,0,0,=,0,46.5,43.0,>,3.5,39,30,>,9,54,56,<,-2,84,227,<,-143,84,227,<,-143,37.5,184.0,<,-146.5,1.922469915680589e-16,1.922469915680589e-16,=,0.0,37.5,184.0,<,-146.5,1.8064516129032258,5.27906976744186,<,-3.472618154538634,0.0,0.0,=,0.0
117,10,0.0,0.0,=,0.0,0,0,=,0,0,0,=,0,43.0,46.5,<,-3.5,30,39,<,-9,56,54,>,2,227,84,>,143,227,84,>,143,184.0,37.5,>,146.5,1.922469915680589e-16,1.922469915680589e-16,=,0.0,184.0,37.5,>,146.5,5.27906976744186,1.8064516129032258,>,3.472618154538634,0.0,0.0,=,0.0
0,10,0.0,0.0,=,0.0,0,0,=,0,0,0,=,0,46.5,43.0,>,3.5,39,30,>,9,54,56,<,-2,84,192,<,-108,84,192,<,-108,37.5,149.0,<,-111.5,1.922469915680589e-16,1.922469915680589e-16,=,0.0,37.5,149.0,<,-111.5,1.8064516129032258,4.465116279069767,<,-2.6586646661665414,0.0,0.0,=,0.0
119,10,0.0,0.0,=,0.0,0,0,=,0,0,0,=,0,43.0,46.5,<,-3.5,30,39,<,-9,56,54,>,2,192,84,>,108,192,84,>,108,149.0,37.5,>,111.5,1.922469915680589e-16,1.922469915680589e-16,=,0.0,149.0,37.5,>,111.5,4.465116279069767,1.8064516129032258,>,2.6586646661665414,0.0,0.0,=,0.0
0,9,43.5,6.5,>,37.0,0,0,=,0,87,13,>,74,52.0,46.5,>,5.5,51,35,>,16,53,58,<,-5,107,88,>,19,107,88,>,19,11.5,35.0,<,-23.5,2.023719295950164e-15,2.023719295950164e-15,=,0.0,11.5,35.0,<,-23.5,1.1204188481675392,1.6603773584905661,<,-0.5399585103230269,0.0,0.0,=,0.0
0,9,6.5,43.5,<,-37.0,0,0,=,0,13,87,<,-74,46.5,52.0,<,-5.5,35,51,<,-16,58,53,>,5,88,107,<,-19,88,107,<,-19,35.0,11.5,>,23.5,2.023719295950164e-15,2.023719295950164e-15,=,0.0,35.0,11.5,>,23.5,1.6603773584905661,1.1204188481675392,>,0.5399585103230269,0.0,0.0,=,0.0
0,9,43.5,32.0,>,11.5,0,0,=,0,87,64,>,23,52.0,42.0,>,10.0,51,36,>,15,53,48,>,5,107,224,<,-117,107,224,<,-117,11.5,150.0,<,-138.5,2.023719295950164e-15,2.023719295950164e-15,=,0.0,11.5,150.0,<,-138.5,1.1204188481675392,3.027027027027027,<,-1.906608178859488,0.0,0.0,=,0.0
113,9,32.0,43.5,<,-11.5,0,0,=,0,64,87,<,-23,42.0,52.0,<,-10.0,36,51,<,-15,48,53,<,-5,224,107,>,117,224,107,>,117,150.0,11.5,>,138.5,2.023719295950164e-15,2.023719295950164e-15,=,0.0,150.0,11.5,>,138.5,3.027027027027027,1.1204188481675392,>,1.906608178859488,0.0,0.0,=,0.0
0,9,43.5,22.0,>,21.5,0,0,=,0,87,44,>,43,52.0,50.5,>,1.5,51,44,>,7,53,57,<,-4,107,162,<,-55,107,162,<,-55,11.5,89.5,<,-78.0,2.023719295950164e-15,2.023719295950164e-15,=,0.0,11.5,89.5,<,-78.0,1.1204188481675392,2.2344827586206897,<,-1.1140639104531505,0.0,0.0,=,0.0
71,9,22.0,43.5,<,-21.5,0,0,=,0,44,87,<,-43,50.5,52.0,<,-1.5,44,51,<,-7,57,53,>,4,162,107,>,55,162,107,>,55,89.5,11.5,>,78.0,2.023719295950164e-15,2.023719295950164e-15,=,0.0,89.5,11.5,>,78.0,2.2344827586206897,1.1204188481675392,>,1.1140639104531505,0.0,0.0,=,0.0
0,9,43.5,15.0,>,28.5,0,0,=,0,87,30,>,57,52.0,41.5,>,10.5,51,41,>,10,53,42,>,11,107,238,<,-131,107,238,<,-131,11.5,181.5,<,-170.0,2.023719295950164e-15,2.023719295950164e-15,=,0.0,11.5,181.5,<,-170.0,1.1204188481675392,4.212389380530974,<,-3.0919705323634346,0.0,0.0,=,0.0
111,9,15.0,43.5,<,-28.5,0,0,=,0,30,87,<,-57,41.5,52.0,<,-10.5,41,51,<,-10,42,53,<,-11,238,107,>,131,238,107,>,131,181.5,11.5,>,170.0,2.023719295950164e-15,2.023719295950164e-15,=,0.0,181.5,11.5,>,170.0,4.212389380530974,1.1204188481675392,>,3.0919705323634346,0.0,0.0,=,0.0
0,9,43.5,19.0,>,24.5,0,0,=,0,87,38,>,49,52.0,43.0,>,9.0,51,30,>,21,53,56,<,-3,107,227,<,-120,107,227,<,-120,11.5,165.0,<,-153.5,2.023719295950164e-15,2.023719295950164e-15,=,0.0,11.5,165.0,<,-153.5,1.1204188481675392,3.661290322580645,<,-2.540871474413106,0.0,0.0,=,0.0
128,9,19.0,43.5,<,-24.5,0,0,=,0,38,87,<,-49,43.0,52.0,<,-9.0,30,51,<,-21,56,53,>,3,227,107,>,120,227,107,>,120,165.0,11.5,>,153.5,2.023719295950164e-15,2.023719295950164e-15,=,0.0,165.0,11.5,>,153.5,3.661290322580645,1.1204188481675392,>,2.540871474413106,0.0,0.0,=,0.0
0,9,43.5,11.0,>,32.5,0,0,=,0,87,22,>,65,52.0,43.0,>,9.0,51,30,>,21,53,56,<,-3,107,192,<,-85,107,192,<,-85,11.5,138.0,<,-126.5,2.023719295950164e-15,2.023719295950164e-15,=,0.0,11.5,138.0,<,-126.5,1.1204188481675392,3.5555555555555554,<,-2.435136707388016,0.0,0.0,=,0.0
35,9,11.0,43.5,<,-32.5,0,0,=,0,22,87,<,-65,43.0,52.0,<,-9.0,30,51,<,-21,56,53,>,3,192,107,>,85,192,107,>,85,138.0,11.5,>,126.5,2.023719295950164e-15,2.023719295950164e-15,=,0.0,138.0,11.5,>,126.5,3.5555555555555554,1.1204188481675392,>,2.435136707388016,0.0,0.0,=,0.0
0,9,43.5,30.5,>,13.0,0,0,=,0,87,61,>,26,52.0,50.5,>,1.5,51,43,>,8,53,58,<,-5,107,131,<,-24,107,131,<,-24,11.5,50.0,<,-38.5,2.023719295950164e-15,2.023719295950164e-15,=,0.0,11.5,50.0,<,-38.5,1.1204188481675392,1.617283950617284,<,-0.4968651024497448,0.0,0.0,=,0.0
132,9,30.5,43.5,<,-13.0,0,0,=,0,61,87,<,-26,50.5,52.0,<,-1.5,43,51,<,-8,58,53,>,5,131,107,>,24,131,107,>,24,50.0,11.5,>,38.5,2.023719295950164e-15,2.023719295950164e-15,=,0.0,50.0,11.5,>,38.5,1.617283950617284,1.1204188481675392,>,0.4968651024497448,0.0,0.0,=,0.0
0,9,43.5,11.5,>,32.0,0,0,=,0,87,23,>,64,52.0,44.0,>,8.0,51,31,>,20,53,57,<,-4,107,218,<,-111,107,218,<,-111,11.5,162.5,<,-151.0,2.023719295950164e-15,2.023719295950164e-15,=,0.0,11.5,162.5,<,-151.0,1.1204188481675392,3.9279279279279278,<,-2.8075090797603885,0.0,0.0,=,0.0
153,9,11.5,43.5,<,-32.0,0,0,=,0,23,87,<,-64,44.0,52.0,<,-8.0,31,51,<,-20,57,53,>,4,218,107,>,111,218,107,>,111,162.5,11.5,>,151.0,2.023719295950164e-15,2.023719295950164e-15,=,0.0,162.5,11.5,>,151.0,3.9279279279279278,1.1204188481675392,>,2.8075090797603885,0.0,0.0,=,0.0
0,8,44.0,24.5,>,19.5,13,22,<,-9,75,27,>,48,46.5,43.0,>,3.5,35,30,>,5,58,56,>,2,88,192,<,-104,129.5,192,<,-62.5,-2.5,124.5,<,-127.0,1.3733903532583056e-10,1.3733903532583056e-10,=,0.0,-41.5,85.5,<,-127.0,0.5414364640883977,2.2666666666666666,<,-1.7252302025782689,0.021505376344086023,0.0,>,0.021505376344086023
122,8,24.5,44.0,<,-19.5,22,13,>,9,27,75,<,-48,43.0,46.5,<,-3.5,30,35,<,-5,56,58,<,-2,192,88,>,104,192,129.5,>,62.5,124.5,-2.5,>,127.0,1.3733903532583056e-10,1.3733903532583056e-10,=,0.0,85.5,-41.5,>,127.0,2.2666666666666666,0.5414364640883977,>,1.7252302025782689,0.0,0.021505376344086023,<,-0.021505376344086023
0,8,44.0,41.5,>,2.5,13,39,<,-26,75,44,>,31,46.5,50.5,<,-4.0,35,44,<,-9,58,57,>,1,88,162,<,-74,129.5,162,<,-32.5,-2.5,70.0,<,-72.5,1.3733903532583056e-10,1.3733903532583056e-10,=,0.0,-41.5,31.0,<,-72.5,0.5414364640883977,1.3369565217391304,<,-0.7955200576507326,0.021505376344086023,0.0,>,0.021505376344086023
125,8,41.5,44.0,<,-2.5,39,13,>,26,44,75,<,-31,50.5,46.5,>,4.0,44,35,>,9,57,58,<,-1,162,88,>,74,162,129.5,>,32.5,70.0,-2.5,>,72.5,1.3733903532583056e-10,1.3733903532583056e-10,=,0.0,31.0,-41.5,>,72.5,1.3369565217391304,0.5414364640883977,>,0.7955200576507326,0.0,0.021505376344086023,<,-0.021505376344086023
0,8,44.0,49.5,<,-5.5,13,30,<,-17,75,69,>,6,46.5,41.5,>,5.0,35,41,<,-6,58,42,>,16,88,238,<,-150,129.5,238,<,-108.5,-2.5,147.0,<,-149.5,1.3733903532583056e-10,1.3733903532583056e-10,=,0.0,-41.5,108.0,<,-149.5,0.5414364640883977,2.1868131868131866,<,-1.6453767227247889,0.021505376344086023,0.0,>,0.021505376344086023
176,8,49.5,44.0,>,5.5,30,13,>,17,69,75,<,-6,41.5,46.5,<,-5.0,41,35,>,6,42,58,<,-16,238,88,>,150,238,129.5,>,108.5,147.0,-2.5,>,149.5,1.3733903532583056e-10,1.3733903532583056e-10,=,0.0,108.0,-41.5,>,149.5,2.1868131868131866,0.5414364640883977,>,1.6453767227247889,0.0,0.021505376344086023,<,-0.021505376344086023
0,8,44.0,70.0,<,-26.0,13,64,<,-51,75,76,<,-1,46.5,42.0,>,4.5,35,36,<,-1,58,48,>,10,88,224,<,-136,129.5,224,<,-94.5,-2.5,112.0,<,-114.5,1.3733903532583056e-10,1.3733903532583056e-10,=,0.0,-41.5,73.0,<,-114.5,0.5414364640883977,1.6517857142857142,<,-1.1103492501973165,0.021505376344086023,0.0,>,0.021505376344086023
207,8,70.0,44.0,>,26.0,64,13,>,51,76,75,>,1,42.0,46.5,<,-4.5,36,35,>,1,48,58,<,-10,224,88,>,136,224,129.5,>,94.5,112.0,-2.5,>,114.5,1.3733903532583056e-10,1.3733903532583056e-10,=,0.0,73.0,-41.5,>,114.5,1.6517857142857142,0.5414364640883977,>,1.1103492501973165,0.0,0.021505376344086023,<,-0.021505376344086023
0,8,44.0,49.0,<,-5.0,13,38,<,-25,75,60,>,15,46.5,43.0,>,3.5,35,30,>,5,58,56,>,2,88,227,<,-139,129.5,227,<,-97.5,-2.5,135.0,<,-137.5,1.3733903532583056e-10,1.3733903532583056e-10,=,0.0,-41.5,96.0,<,-137.5,0.5414364640883977,2.0434782608695654,<,-1.5020417967811677,0.021505376344086023,0.0,>,0.021505376344086023
242,8,49.0,44.0,>,5.0,38,13,>,25,60,75,<,-15,43.0,46.5,<,-3.5,30,35,<,-5,56,58,<,-2,227,88,>,139,227,129.5,>,97.5,135.0,-2.5,>,137.5,1.3733903532583056e-10,1.3733903532583056e-10,=,0.0,96.0,-41.5,>,137.5,2.0434782608695654,0.5414364640883977,>,1.5020417967811677,0.0,0.021505376344086023,<,-0.021505376344086023
0,8,44.0,40.5,>,3.5,13,20,<,-7,75,61,>,14,46.5,50.5,<,-4.0,35,43,<,-8,58,58,=,0,88,131,<,-43,129.5,131,<,-1.5,-2.5,40.0,<,-42.5,1.3733903532583056e-10,1.3733903532583056e-10,=,0.0,-41.5,1.0,<,-42.5,0.5414364640883977,1.010989010989011,<,-0.4695525469006132,0.021505376344086023,0.01588079600039212,>,0.005624580343693904
0,8,40.5,44.0,<,-3.5,20,13,>,7,61,75,<,-14,50.5,46.5,>,4.0,43,35,>,8,58,58,=,0,131,88,>,43,131,129.5,>,1.5,40.0,-2.5,>,42.5,1.3733903532583056e-10,1.3733903532583056e-10,=,0.0,1.0,-41.5,>,42.5,1.010989010989011,0.5414364640883977,>,0.4695525469006132,0.01588079600039212,0.021505376344086023,<,-0.005624580343693904
0,8,44.0,44.5,<,-0.5,13,23,<,-10,75,66,>,9,46.5,44.0,>,2.5,35,31,>,4,58,57,>,1,88,218,<,-130,129.5,218,<,-88.5,-2.5,129.5,<,-132.0,1.3733903532583056e-10,1.3733903532583056e-10,=,0.0,-41.5,90.5,<,-132.0,0.5414364640883977,2.022598870056497,<,-1.4811624059680992,0.021505376344086023,0.0,>,0.021505376344086023
221,8,44.5,44.0,>,0.5,23,13,>,10,66,75,<,-9,44.0,46.5,<,-2.5,31,35,<,-4,57,58,<,-1,218,88,>,130,218,129.5,>,88.5,129.5,-2.5,>,132.0,1.3733903532583056e-10,1.3733903532583056e-10,=,0.0,90.5,-41.5,>,132.0,2.022598870056497,0.5414364640883977,>,1.4811624059680992,0.0,0.021505376344086023,<,-0.021505376344086023
0,7,24.0,22.0,>,2.0,20,17,>,3,28,27,>,1,50.5,43.0,>,7.5,43,30,>,13,58,56,>,2,131,192,<,-61,131,192,<,-61,56.5,127.0,<,-70.5,1.0474162868919968e-09,1.0474162868919968e-09,=,0.0,5.5,76.0,<,-70.5,1.0738255033557047,2.169230769230769,<,-1.0954052658750644,0.0,0.0,=,0.0
0,7,22.0,24.0,<,-2.0,17,20,<,-3,27,28,<,-1,43.0,50.5,<,-7.5,30,43,<,-13,56,58,<,-2,192,131,>,61,192,131,>,61,127.0,56.5,>,70.5,1.0474162868919968e-09,1.0474162868919968e-09,=,0.0,76.0,5.5,>,70.5,2.169230769230769,1.0738255033557047,>,1.0954052658750644,0.0,0.0,=,0.0
0,7,24.0,63.0,<,-39.0,20,39,<,-19,28,87,<,-59,50.5,50.5,=,0.0,43,44,<,-1,58,57,>,1,131,162,<,-31,131,164.5,<,-33.5,56.5,48.5,>,8.0,1.0474162868919968e-09,1.0474162868919968e-09,=,0.0,5.5,-2.5,>,8.0,1.0738255033557047,0.9779735682819384,>,0.09585193507376633,0.0,0.019801980198019802,<,-0.019801980198019802
125,7,63.0,24.0,>,39.0,39,20,>,19,87,28,>,59,50.5,50.5,=,0.0,44,43,>,1,57,58,<,-1,162,131,>,31,164.5,131,>,33.5,48.5,56.5,<,-8.0,1.0474162868919968e-09,1.0474162868919968e-09,=,0.0,-2.5,5.5,<,-8.0,0.9779735682819384,1.0738255033557047,<,-0.09585193507376633,0.019801980198019802,0.0,>,0.019801980198019802
0,7,24.0,59.5,<,-35.5,20,50,<,-30,28,69,<,-41,50.5,41.5,>,9.0,43,41,>,2,58,42,>,16,131,238,<,-107,131,238,<,-107,56.5,137.0,<,-80.5,1.0474162868919968e-09,1.0474162868919968e-09,=,0.0,5.5,86.0,<,-80.5,1.0738255033557047,1.8514851485148516,<,-0.7776596451591469,0.0,0.0,=,0.0
177,7,59.5,24.0,>,35.5,50,20,>,30,69,28,>,41,41.5,50.5,<,-9.0,41,43,<,-2,42,58,<,-16,238,131,>,107,238,131,>,107,137.0,56.5,>,80.5,1.0474162868919968e-09,1.0474162868919968e-09,=,0.0,86.0,5.5,>,80.5,1.8514851485148516,1.0738255033557047,>,0.7776596451591469,0.0,0.0,=,0.0
0,7,24.0,81.0,<,-57.0,20,76,<,-56,28,86,<,-58,50.5,42.0,>,8.5,43,36,>,7,58,48,>,10,131,224,<,-93,131,224,<,-93,56.5,101.0,<,-44.5,1.0474162868919968e-09,1.0474162868919968e-09,=,0.0,5.5,50.0,<,-44.5,1.0738255033557047,1.4065040650406504,<,-0.3326785616849457,0.0,0.0,=,0.0
205,7,81.0,24.0,>,57.0,76,20,>,56,86,28,>,58,42.0,50.5,<,-8.5,36,43,<,-7,48,58,<,-10,224,131,>,93,224,131,>,93,101.0,56.5,>,44.5,1.0474162868919968e-09,1.0474162868919968e-09,=,0.0,50.0,5.5,>,44.5,1.4065040650406504,1.0738255033557047,>,0.3326785616849457,0.0,0.0,=,0.0
0,7,24.0,54.5,<,-30.5,20,43,<,-23,28,66,<,-38,50.5,44.0,>,6.5,43,31,>,12,58,57,>,1,131,218,<,-87,131,218,<,-87,56.5,119.5,<,-63.0,1.0474162868919968e-09,1.0474162868919968e-09,=,0.0,5.5,68.5,<,-63.0,1.0738255033557047,1.6954314720812182,<,-0.6216059687255135,0.0,0.0,=,0.0
206,7,54.5,24.0,>,30.5,43,20,>,23,66,28,>,38,44.0,50.5,<,-6.5,31,43,<,-12,57,58,<,-1,218,131,>,87,218,131,>,87,119.5,56.5,>,63.0,1.0474162868919968e-09,1.0474162868919968e-09,=,0.0,68.5,5.5,>,63.0,1.6954314720812182,1.0738255033557047,>,0.6216059687255135,0.0,0.0,=,0.0
0,7,24.0,49.5,<,-25.5,20,39,<,-19,28,60,<,-32,50.5,43.0,>,7.5,43,30,>,13,58,56,>,2,131,227,<,-96,131,227,<,-96,56.5,134.5,<,-78.0,1.0474162868919968e-09,1.0474162868919968e-09,=,0.0,5.5,83.5,<,-78.0,1.0738255033557047,1.9027027027027028,<,-0.8288771993469981,0.0,0.0,=,0.0
205,7,49.5,24.0,>,25.5,39,20,>,19,60,28,>,32,43.0,50.5,<,-7.5,30,43,<,-13,56,58,<,-2,227,131,>,96,227,131,>,96,134.5,56.5,>,78.0,1.0474162868919968e-09,1.0474162868919968e-09,=,0.0,83.5,5.5,>,78.0,1.9027027027027028,1.0738255033557047,>,0.8288771993469981,0.0,0.0,=,0.0
0,6,33.0,64.5,<,-31.5,17,42,<,-25,49,87,<,-38,43.0,50.5,<,-7.5,30,44,<,-14,56,57,<,-1,192,162,>,30,192,225.0,<,-33.0,116.0,47.0,>,69.0,0.005947189765420945,0.005947189765420945,=,0.0,6.0,-63.0,>,69.0,1.0789473684210527,0.45217391304347826,>,0.6267734553775743,0.0,0.019801980198019802,<,-0.019801980198019802
117,6,64.5,33.0,>,31.5,42,17,>,25,87,49,>,38,50.5,43.0,>,7.5,44,30,>,14,57,56,>,1,162,192,<,-30,225.0,192,>,33.0,47.0,116.0,<,-69.0,0.005947189765420945,0.005947189765420945,=,0.0,-63.0,6.0,<,-69.0,0.45217391304347826,1.0789473684210527,<,-0.6267734553775743,0.019801980198019802,0.0,>,0.019801980198019802
0,6,33.0,33.0,=,0.0,17,16,>,1,49,50,<,-1,43.0,41.5,>,1.5,30,41,<,-11,56,42,>,14,192,238,<,-46,192,238,<,-46,116.0,163.5,<,-47.5,0.005947189765420945,0.005947189765420945,=,0.0,6.0,53.5,<,-47.5,1.0789473684210527,1.7181208053691275,<,-0.6391734369480748,0.0,0.0,=,0.0
107,6,33.0,33.0,=,0.0,16,17,<,-1,50,49,>,1,41.5,43.0,<,-1.5,41,30,>,11,42,56,<,-14,238,192,>,46,238,192,>,46,163.5,116.0,>,47.5,0.005947189765420945,0.005947189765420945,=,0.0,53.5,6.0,>,47.5,1.7181208053691275,1.0789473684210527,>,0.6391734369480748,0.0,0.0,=,0.0
0,6,33.0,87.0,<,-54.0,17,86,<,-69,49,88,<,-39,43.0,42.0,>,1.0,30,36,<,-6,56,48,>,8,192,224,<,-32,192,239.0,<,-47.0,116.0,95.0,>,21.0,0.005947189765420945,0.005947189765420945,=,0.0,6.0,-15.0,>,21.0,1.0789473684210527,0.8837209302325582,>,0.1952264381884945,0.0,0.023809523809523808,<,-0.023809523809523808
184,6,87.0,33.0,>,54.0,86,17,>,69,88,49,>,39,42.0,43.0,<,-1.0,36,30,>,6,48,56,<,-8,224,192,>,32,239.0,192,>,47.0,95.0,116.0,<,-21.0,0.005947189765420945,0.005947189765420945,=,0.0,-15.0,6.0,<,-21.0,0.8837209302325582,1.0789473684210527,<,-0.1952264381884945,0.023809523809523808,0.0,>,0.023809523809523808
0,6,33.0,45.5,<,-12.5,17,39,<,-22,49,52,<,-3,43.0,43.0,=,0.0,30,30,=,0,56,56,=,0,192,227,<,-35,192,227,<,-35,116.0,138.5,<,-22.5,0.005947189765420945,0.005947189765420945,=,0.0,6.0,28.5,<,-22.5,1.0789473684210527,1.3220338983050848,<,-0.24308652988403212,0.0,0.0,=,0.0
145,6,45.5,33.0,>,12.5,39,17,>,22,52,49,>,3,43.0,43.0,=,0.0,30,30,=,0,56,56,=,0,227,192,>,35,227,192,>,35,138.5,116.0,>,22.5,0.005947189765420945,0.005947189765420945,=,0.0,28.5,6.0,>,22.5,1.3220338983050848,1.0789473684210527,>,0.24308652988403212,0.0,0.0,=,0.0
0,6,33.0,27.5,>,5.5,17,12,>,5,49,43,>,6,43.0,44.0,<,-1.0,30,31,<,-1,56,57,<,-1,192,218,<,-26,192,218,<,-26,116.0,146.5,<,-30.5,0.005947189765420945,0.005947189765420945,=,0.0,6.0,36.5,<,-30.5,1.0789473684210527,1.5104895104895104,<,-0.43154214206845776,0.0,0.0,=,0.0
0,6,27.5,33.0,<,-5.5,12,17,<,-5,43,49,<,-6,44.0,43.0,>,1.0,31,30,>,1,57,56,>,1,218,192,>,26,218,192,>,26,146.5,116.0,>,30.5,0.005947189765420945,0.005947189765420945,=,0.0,36.5,6.0,>,30.5,1.5104895104895104,1.0789473684210527,>,0.43154214206845776,0.0,0.0,=,0.0
0,5,30.5,15.5,>,15.0,12,15,<,-3,49,16,>,33,44.0,41.5,>,2.5,31,41,<,-10,57,42,>,15,218,238,<,-20,218,238,<,-20,143.5,181.0,<,-37.5,0.023255813953488372,0.023255813953488372,=,0.0,14.5,52.0,<,-37.5,1.1946308724832215,1.912280701754386,<,-0.7176498292711644,0.0,0.0,=,0.0
